order_number,date (OG),warehouse,client_type,product_line,quantity,unit_price,total,payment,payment_fee,date,year,month,date,months_name
C70,2021-06-15T00:00:00.000Z,Central,Retail,Breaking system,2,20.59,41.17,Credit card,0.03,2021-06-15,2021,06,15,June
C71,2021-06-15T00:00:00.000Z,Central,Retail,Electrical system,5,29.28,146.38,Credit card,0.03,2021-06-15,2021,06,15,June
C72,2021-06-15T00:00:00.000Z,Central,Wholesale,Frame & body,24,48.95,1174.88,Transfer,0.01,2021-06-15,2021,06,15,June
C73,2021-06-15T00:00:00.000Z,Central,Retail,Engine,10,61.08,610.78,Credit card,0.03,2021-06-15,2021,06,15,June
C74,2021-06-16T00:00:00.000Z,Central,Retail,Suspension & traction,10,40.93,409.3,Credit card,0.03,2021-06-16,2021,06,16,June
C75,2021-06-16T00:00:00.000Z,Central,Retail,Miscellaneous,9,28.88,259.89,Credit card,0.03,2021-06-16,2021,06,16,June
C76,2021-06-16T00:00:00.000Z,Central,Retail,Frame & body,7,48.46,339.2,Credit card,0.03,2021-06-16,2021,06,16,June
C77,2021-06-16T00:00:00.000Z,Central,Retail,Frame & body,2,35.92,71.83,Credit card,0.03,2021-06-16,2021,06,16,June
C78,2021-06-16T00:00:00.000Z,Central,Retail,Breaking system,4,14.87,59.47,Credit card,0.03,2021-06-16,2021,06,16,June
C79,2021-06-16T00:00:00.000Z,Central,Retail,Frame & body,7,36.19,253.33,Cash,0,2021-06-16,2021,06,16,June
C80,2021-06-16T00:00:00.000Z,Central,Retail,Miscellaneous,9,22.1,198.9,Credit card,0.03,2021-06-16,2021,06,16,June
C81,2021-06-16T00:00:00.000Z,Central,Wholesale,Breaking system,4,16.89,67.57,Transfer,0.01,2021-06-16,2021,06,16,June
C82,2021-06-17T00:00:00.000Z,Central,Retail,Suspension & traction,7,40.76,285.36,Credit card,0.03,2021-06-17,2021,06,17,June
C83,2021-06-17T00:00:00.000Z,Central,Retail,Frame & body,2,40.1,80.21,Credit card,0.03,2021-06-17,2021,06,17,June
C84,2021-06-17T00:00:00.000Z,Central,Wholesale,Frame & body,20,45.32,906.4,Transfer,0.01,2021-06-17,2021,06,17,June
C85,2021-06-17T00:00:00.000Z,Central,Wholesale,Electrical system,8,27.14,217.09,Transfer,0.01,2021-06-17,2021,06,17,June
C86,2021-06-17T00:00:00.000Z,Central,Wholesale,Miscellaneous,8,22.98,183.85,Transfer,0.01,2021-06-17,2021,06,17,June
C87,2021-06-17T00:00:00.000Z,Central,Wholesale,Miscellaneous,8,24.28,194.2,Transfer,0.01,2021-06-17,2021,06,17,June
C88,2021-06-17T00:00:00.000Z,Central,Wholesale,Suspension & traction,4,39.45,157.81,Transfer,0.01,2021-06-17,2021,06,17,June
C89,2021-06-18T00:00:00.000Z,Central,Wholesale,Frame & body,36,48.44,1743.78,Transfer,0.01,2021-06-18,2021,06,18,June
C90,2021-06-18T00:00:00.000Z,Central,Wholesale,Breaking system,24,11.25,269.92,Transfer,0.01,2021-06-18,2021,06,18,June
C91,2021-06-18T00:00:00.000Z,Central,Retail,Miscellaneous,8,16.63,133.05,Credit card,0.03,2021-06-18,2021,06,18,June
C92,2021-06-18T00:00:00.000Z,Central,Retail,Breaking system,7,18.46,129.2,Credit card,0.03,2021-06-18,2021,06,18,June
C93,2021-06-19T00:00:00.000Z,Central,Retail,Suspension & traction,6,33.82,202.89,Credit card,0.03,2021-06-19,2021,06,19,June
C94,2021-06-19T00:00:00.000Z,Central,Retail,Frame & body,3,43.84,131.53,Credit card,0.03,2021-06-19,2021,06,19,June
C95,2021-06-19T00:00:00.000Z,Central,Retail,Electrical system,8,18.68,149.47,Credit card,0.03,2021-06-19,2021,06,19,June
C96,2021-06-20T00:00:00.000Z,Central,Retail,Suspension & traction,3,31.25,93.74,Credit card,0.03,2021-06-20,2021,06,20,June
C97,2021-06-20T00:00:00.000Z,Central,Wholesale,Frame & body,16,47.16,754.48,Transfer,0.01,2021-06-20,2021,06,20,June
C98,2021-06-20T00:00:00.000Z,Central,Retail,Suspension & traction,2,33.91,67.81,Credit card,0.03,2021-06-20,2021,06,20,June
C99,2021-06-21T00:00:00.000Z,Central,Retail,Frame & body,1,49.69,49.69,Credit card,0.03,2021-06-21,2021,06,21,June
C100,2021-06-22T00:00:00.000Z,Central,Retail,Suspension & traction,5,31.56,157.82,Credit card,0.03,2021-06-22,2021,06,22,June
C101,2021-06-22T00:00:00.000Z,Central,Retail,Engine,6,59.3,355.81,Cash,0,2021-06-22,2021,06,22,June
C102,2021-06-22T00:00:00.000Z,Central,Wholesale,Engine,4,63.58,254.34,Transfer,0.01,2021-06-22,2021,06,22,June
C103,2021-06-22T00:00:00.000Z,Central,Retail,Engine,5,53.4,266.98,Credit card,0.03,2021-06-22,2021,06,22,June
C104,2021-06-22T00:00:00.000Z,Central,Retail,Breaking system,5,13.14,65.72,Credit card,0.03,2021-06-22,2021,06,22,June
C105,2021-06-23T00:00:00.000Z,Central,Retail,Electrical system,5,18.5,92.49,Credit card,0.03,2021-06-23,2021,06,23,June
C106,2021-06-23T00:00:00.000Z,Central,Wholesale,Breaking system,32,14.74,471.84,Transfer,0.01,2021-06-23,2021,06,23,June
C107,2021-06-23T00:00:00.000Z,Central,Retail,Suspension & traction,6,38.96,233.77,Cash,0,2021-06-23,2021,06,23,June
C108,2021-06-23T00:00:00.000Z,Central,Retail,Electrical system,1,30.51,30.51,Credit card,0.03,2021-06-23,2021,06,23,June
C109,2021-06-23T00:00:00.000Z,Central,Retail,Breaking system,7,15.91,111.35,Credit card,0.03,2021-06-23,2021,06,23,June
C110,2021-06-24T00:00:00.000Z,Central,Retail,Frame & body,6,37.18,223.08,Credit card,0.03,2021-06-24,2021,06,24,June
C111,2021-06-24T00:00:00.000Z,Central,Retail,Electrical system,10,23.38,233.83,Credit card,0.03,2021-06-24,2021,06,24,June
C112,2021-06-24T00:00:00.000Z,Central,Retail,Electrical system,7,29.31,205.19,Credit card,0.03,2021-06-24,2021,06,24,June
C113,2021-06-24T00:00:00.000Z,Central,Retail,Suspension & traction,5,37.21,186.07,Credit card,0.03,2021-06-24,2021,06,24,June
C114,2021-06-24T00:00:00.000Z,Central,Retail,Frame & body,10,46.1,461,Credit card,0.03,2021-06-24,2021,06,24,June
C115,2021-06-24T00:00:00.000Z,Central,Retail,Breaking system,3,23.87,71.61,Credit card,0.03,2021-06-24,2021,06,24,June
C116,2021-06-25T00:00:00.000Z,Central,Retail,Breaking system,2,18.49,36.99,Credit card,0.03,2021-06-25,2021,06,25,June
C117,2021-06-25T00:00:00.000Z,Central,Retail,Miscellaneous,7,21.42,149.93,Cash,0,2021-06-25,2021,06,25,June
C118,2021-06-25T00:00:00.000Z,Central,Retail,Electrical system,4,25.19,100.75,Credit card,0.03,2021-06-25,2021,06,25,June
C119,2021-06-25T00:00:00.000Z,Central,Retail,Frame & body,2,36.98,73.96,Credit card,0.03,2021-06-25,2021,06,25,June
C120,2021-06-25T00:00:00.000Z,Central,Retail,Engine,1,66.02,66.02,Credit card,0.03,2021-06-25,2021,06,25,June
C121,2021-06-25T00:00:00.000Z,Central,Retail,Miscellaneous,5,28.06,140.3,Credit card,0.03,2021-06-25,2021,06,25,June
C122,2021-06-25T00:00:00.000Z,Central,Retail,Breaking system,7,14.94,104.56,Cash,0,2021-06-25,2021,06,25,June
C123,2021-06-25T00:00:00.000Z,Central,Retail,Electrical system,10,31.75,317.5,Credit card,0.03,2021-06-25,2021,06,25,June
C124,2021-06-26T00:00:00.000Z,Central,Wholesale,Miscellaneous,8,26.48,211.84,Transfer,0.01,2021-06-26,2021,06,26,June
C125,2021-06-26T00:00:00.000Z,Central,Retail,Frame & body,5,41.92,209.62,Credit card,0.03,2021-06-26,2021,06,26,June
C126,2021-06-26T00:00:00.000Z,Central,Retail,Breaking system,2,13.89,27.78,Credit card,0.03,2021-06-26,2021,06,26,June
C127,2021-06-26T00:00:00.000Z,Central,Retail,Breaking system,3,24.45,73.34,Credit card,0.03,2021-06-26,2021,06,26,June
C128,2021-06-26T00:00:00.000Z,Central,Wholesale,Electrical system,36,28.23,1016.22,Transfer,0.01,2021-06-26,2021,06,26,June
C129,2021-06-26T00:00:00.000Z,Central,Retail,Suspension & traction,4,29.26,117.03,Credit card,0.03,2021-06-26,2021,06,26,June
C130,2021-06-26T00:00:00.000Z,Central,Retail,Electrical system,7,31.18,218.26,Credit card,0.03,2021-06-26,2021,06,26,June
C131,2021-06-26T00:00:00.000Z,Central,Retail,Breaking system,2,21.9,43.79,Credit card,0.03,2021-06-26,2021,06,26,June
C132,2021-06-26T00:00:00.000Z,Central,Wholesale,Miscellaneous,20,26.68,533.5,Transfer,0.01,2021-06-26,2021,06,26,June
C133,2021-06-26T00:00:00.000Z,Central,Retail,Breaking system,10,14.66,146.58,Credit card,0.03,2021-06-26,2021,06,26,June
C134,2021-06-26T00:00:00.000Z,Central,Retail,Electrical system,3,22.3,66.9,Credit card,0.03,2021-06-26,2021,06,26,June
C135,2021-06-27T00:00:00.000Z,Central,Wholesale,Breaking system,36,17.34,624.42,Transfer,0.01,2021-06-27,2021,06,27,June
C136,2021-06-27T00:00:00.000Z,Central,Wholesale,Electrical system,40,24.43,977.13,Transfer,0.01,2021-06-27,2021,06,27,June
C137,2021-06-27T00:00:00.000Z,Central,Retail,Engine,4,66.03,264.11,Credit card,0.03,2021-06-27,2021,06,27,June
C138,2021-06-27T00:00:00.000Z,Central,Retail,Suspension & traction,10,33.17,331.68,Credit card,0.03,2021-06-27,2021,06,27,June
C139,2021-06-27T00:00:00.000Z,Central,Retail,Frame & body,10,35.73,357.27,Credit card,0.03,2021-06-27,2021,06,27,June
C140,2021-06-28T00:00:00.000Z,Central,Retail,Breaking system,5,12.3,61.52,Cash,0,2021-06-28,2021,06,28,June
C141,2021-06-28T00:00:00.000Z,Central,Retail,Frame & body,9,46.34,417.1,Credit card,0.03,2021-06-28,2021,06,28,June
C142,2021-06-28T00:00:00.000Z,Central,Retail,Engine,8,62.56,500.49,Credit card,0.03,2021-06-28,2021,06,28,June
C143,2021-06-28T00:00:00.000Z,Central,Retail,Engine,1,53.19,53.19,Credit card,0.03,2021-06-28,2021,06,28,June
C144,2021-06-28T00:00:00.000Z,Central,Retail,Electrical system,8,33.19,265.55,Credit card,0.03,2021-06-28,2021,06,28,June
C145,2021-06-28T00:00:00.000Z,Central,Wholesale,Electrical system,12,31.13,373.6,Transfer,0.01,2021-06-28,2021,06,28,June
C146,2021-06-28T00:00:00.000Z,Central,Retail,Suspension & traction,4,36.64,146.54,Cash,0,2021-06-28,2021,06,28,June
C147,2021-06-28T00:00:00.000Z,Central,Wholesale,Suspension & traction,40,28.57,1142.87,Transfer,0.01,2021-06-28,2021,06,28,June
C148,2021-06-28T00:00:00.000Z,Central,Retail,Electrical system,5,19.57,97.84,Credit card,0.03,2021-06-28,2021,06,28,June
C149,2021-06-28T00:00:00.000Z,Central,Wholesale,Engine,36,62.02,2232.66,Transfer,0.01,2021-06-28,2021,06,28,June
C150,2021-06-29T00:00:00.000Z,Central,Wholesale,Breaking system,16,13.77,220.32,Transfer,0.01,2021-06-29,2021,06,29,June
C151,2021-06-29T00:00:00.000Z,Central,Retail,Engine,1,56.72,56.72,Credit card,0.03,2021-06-29,2021,06,29,June
C152,2021-06-29T00:00:00.000Z,Central,Retail,Frame & body,10,37.78,377.78,Credit card,0.03,2021-06-29,2021,06,29,June
C153,2021-06-29T00:00:00.000Z,Central,Retail,Miscellaneous,6,27.34,164.05,Credit card,0.03,2021-06-29,2021,06,29,June
C154,2021-06-30T00:00:00.000Z,Central,Retail,Suspension & traction,8,32.07,256.56,Credit card,0.03,2021-06-30,2021,06,30,June
C155,2021-06-30T00:00:00.000Z,Central,Retail,Electrical system,4,20.61,82.43,Credit card,0.03,2021-06-30,2021,06,30,June
C156,2021-06-30T00:00:00.000Z,Central,Retail,Suspension & traction,1,28.83,28.83,Credit card,0.03,2021-06-30,2021,06,30,June
C157,2021-06-30T00:00:00.000Z,Central,Wholesale,Suspension & traction,20,26.76,535.1,Transfer,0.01,2021-06-30,2021,06,30,June
C158,2021-07-01T00:00:00.000Z,Central,Retail,Breaking system,10,18.7,186.97,Credit card,0.03,2021-07-01,2021,07,01,July
C159,2021-07-01T00:00:00.000Z,Central,Retail,Suspension & traction,6,32.56,195.35,Credit card,0.03,2021-07-01,2021,07,01,July
C160,2021-07-01T00:00:00.000Z,Central,Retail,Breaking system,2,19.85,39.69,Cash,0,2021-07-01,2021,07,01,July
C161,2021-07-01T00:00:00.000Z,Central,Retail,Electrical system,10,28.69,286.88,Credit card,0.03,2021-07-01,2021,07,01,July
C162,2021-07-01T00:00:00.000Z,Central,Retail,Electrical system,4,23.83,95.33,Credit card,0.03,2021-07-01,2021,07,01,July
C163,2021-07-01T00:00:00.000Z,Central,Retail,Frame & body,1,45.97,45.97,Credit card,0.03,2021-07-01,2021,07,01,July
C164,2021-07-01T00:00:00.000Z,Central,Retail,Frame & body,6,46.66,279.93,Credit card,0.03,2021-07-01,2021,07,01,July
C165,2021-07-01T00:00:00.000Z,Central,Wholesale,Electrical system,36,31.31,1127.22,Transfer,0.01,2021-07-01,2021,07,01,July
C166,2021-07-02T00:00:00.000Z,Central,Retail,Suspension & traction,9,28.84,259.6,Credit card,0.03,2021-07-02,2021,07,02,July
C167,2021-07-03T00:00:00.000Z,Central,Retail,Breaking system,7,12.59,88.15,Credit card,0.03,2021-07-03,2021,07,03,July
C168,2021-07-03T00:00:00.000Z,Central,Retail,Electrical system,7,21.04,147.3,Cash,0,2021-07-03,2021,07,03,July
C169,2021-07-03T00:00:00.000Z,Central,Wholesale,Breaking system,8,22.22,177.8,Transfer,0.01,2021-07-03,2021,07,03,July
C170,2021-07-03T00:00:00.000Z,Central,Wholesale,Breaking system,36,16.09,579.3,Transfer,0.01,2021-07-03,2021,07,03,July
C171,2021-07-03T00:00:00.000Z,Central,Wholesale,Suspension & traction,8,34.35,274.81,Transfer,0.01,2021-07-03,2021,07,03,July
C172,2021-07-03T00:00:00.000Z,Central,Retail,Suspension & traction,8,40.65,325.16,Credit card,0.03,2021-07-03,2021,07,03,July
C173,2021-07-04T00:00:00.000Z,Central,Retail,Breaking system,1,17.3,17.3,Credit card,0.03,2021-07-04,2021,07,04,July
C174,2021-07-04T00:00:00.000Z,Central,Wholesale,Miscellaneous,28,28.57,799.87,Transfer,0.01,2021-07-04,2021,07,04,July
C175,2021-07-04T00:00:00.000Z,Central,Wholesale,Frame & body,4,45.66,182.65,Transfer,0.01,2021-07-04,2021,07,04,July
C176,2021-07-04T00:00:00.000Z,Central,Retail,Frame & body,3,40.49,121.48,Credit card,0.03,2021-07-04,2021,07,04,July
C177,2021-07-04T00:00:00.000Z,Central,Retail,Frame & body,9,42.51,382.6,Credit card,0.03,2021-07-04,2021,07,04,July
C178,2021-07-04T00:00:00.000Z,Central,Retail,Miscellaneous,5,21.19,105.97,Credit card,0.03,2021-07-04,2021,07,04,July
C179,2021-07-04T00:00:00.000Z,Central,Retail,Miscellaneous,5,20.09,100.43,Credit card,0.03,2021-07-04,2021,07,04,July
C180,2021-07-05T00:00:00.000Z,Central,Retail,Miscellaneous,1,24.63,24.63,Cash,0,2021-07-05,2021,07,05,July
C181,2021-07-05T00:00:00.000Z,Central,Retail,Suspension & traction,9,37.95,341.52,Credit card,0.03,2021-07-05,2021,07,05,July
C182,2021-07-05T00:00:00.000Z,Central,Retail,Breaking system,4,12.22,48.89,Credit card,0.03,2021-07-05,2021,07,05,July
C183,2021-07-05T00:00:00.000Z,Central,Retail,Breaking system,2,20.34,40.68,Credit card,0.03,2021-07-05,2021,07,05,July
C184,2021-07-06T00:00:00.000Z,Central,Retail,Breaking system,2,19.89,39.78,Cash,0,2021-07-06,2021,07,06,July
C185,2021-07-06T00:00:00.000Z,Central,Retail,Frame & body,2,36.08,72.16,Credit card,0.03,2021-07-06,2021,07,06,July
C186,2021-07-06T00:00:00.000Z,Central,Retail,Miscellaneous,6,21.21,127.27,Credit card,0.03,2021-07-06,2021,07,06,July
C187,2021-07-06T00:00:00.000Z,Central,Wholesale,Breaking system,36,15.47,556.92,Transfer,0.01,2021-07-06,2021,07,06,July
C188,2021-07-06T00:00:00.000Z,Central,Retail,Engine,9,59.71,537.36,Credit card,0.03,2021-07-06,2021,07,06,July
C189,2021-07-07T00:00:00.000Z,Central,Wholesale,Suspension & traction,24,33.41,801.8,Transfer,0.01,2021-07-07,2021,07,07,July
C190,2021-07-07T00:00:00.000Z,Central,Retail,Electrical system,8,21.42,171.33,Credit card,0.03,2021-07-07,2021,07,07,July
C191,2021-07-07T00:00:00.000Z,Central,Wholesale,Breaking system,16,10.75,171.95,Transfer,0.01,2021-07-07,2021,07,07,July
C192,2021-07-07T00:00:00.000Z,Central,Retail,Miscellaneous,9,16.67,150.01,Credit card,0.03,2021-07-07,2021,07,07,July
C193,2021-07-07T00:00:00.000Z,Central,Retail,Breaking system,4,24.5,97.99,Credit card,0.03,2021-07-07,2021,07,07,July
C194,2021-07-07T00:00:00.000Z,Central,Wholesale,Electrical system,40,20.98,839.33,Transfer,0.01,2021-07-07,2021,07,07,July
C195,2021-07-07T00:00:00.000Z,Central,Retail,Electrical system,10,20.49,204.92,Cash,0,2021-07-07,2021,07,07,July
C196,2021-07-07T00:00:00.000Z,Central,Retail,Suspension & traction,5,30.97,154.84,Credit card,0.03,2021-07-07,2021,07,07,July
C197,2021-07-07T00:00:00.000Z,Central,Retail,Breaking system,4,24.9,99.61,Credit card,0.03,2021-07-07,2021,07,07,July
C198,2021-07-08T00:00:00.000Z,Central,Retail,Electrical system,6,24.34,146.02,Credit card,0.03,2021-07-08,2021,07,08,July
C199,2021-07-08T00:00:00.000Z,Central,Retail,Breaking system,6,15.58,93.46,Credit card,0.03,2021-07-08,2021,07,08,July
C200,2021-07-08T00:00:00.000Z,Central,Retail,Miscellaneous,6,16.08,96.48,Credit card,0.03,2021-07-08,2021,07,08,July
C201,2021-07-08T00:00:00.000Z,Central,Retail,Electrical system,8,26.32,210.55,Credit card,0.03,2021-07-08,2021,07,08,July
C202,2021-07-08T00:00:00.000Z,Central,Retail,Breaking system,5,18.95,94.76,Credit card,0.03,2021-07-08,2021,07,08,July
C203,2021-07-08T00:00:00.000Z,Central,Retail,Engine,10,59.82,598.25,Cash,0,2021-07-08,2021,07,08,July
C204,2021-07-08T00:00:00.000Z,Central,Wholesale,Electrical system,16,27.66,442.51,Transfer,0.01,2021-07-08,2021,07,08,July
C205,2021-07-08T00:00:00.000Z,Central,Retail,Frame & body,1,35.03,35.03,Credit card,0.03,2021-07-08,2021,07,08,July
C206,2021-07-08T00:00:00.000Z,Central,Retail,Breaking system,2,22.69,45.38,Credit card,0.03,2021-07-08,2021,07,08,July
C207,2021-07-08T00:00:00.000Z,Central,Retail,Miscellaneous,10,22.39,223.93,Cash,0,2021-07-08,2021,07,08,July
C208,2021-07-08T00:00:00.000Z,Central,Retail,Suspension & traction,7,27.78,194.45,Credit card,0.03,2021-07-08,2021,07,08,July
C209,2021-07-08T00:00:00.000Z,Central,Retail,Suspension & traction,9,28.67,258.03,Credit card,0.03,2021-07-08,2021,07,08,July
C210,2021-07-08T00:00:00.000Z,Central,Retail,Breaking system,8,18.4,147.21,Credit card,0.03,2021-07-08,2021,07,08,July
C211,2021-07-08T00:00:00.000Z,Central,Retail,Electrical system,10,29.9,298.98,Credit card,0.03,2021-07-08,2021,07,08,July
C212,2021-07-09T00:00:00.000Z,Central,Retail,Suspension & traction,6,27.73,166.37,Credit card,0.03,2021-07-09,2021,07,09,July
C213,2021-07-09T00:00:00.000Z,Central,Retail,Suspension & traction,4,30.29,121.17,Cash,0,2021-07-09,2021,07,09,July
C214,2021-07-09T00:00:00.000Z,Central,Retail,Electrical system,7,22.86,160.01,Credit card,0.03,2021-07-09,2021,07,09,July
C215,2021-07-09T00:00:00.000Z,Central,Retail,Frame & body,9,48.38,435.42,Credit card,0.03,2021-07-09,2021,07,09,July
C216,2021-07-09T00:00:00.000Z,Central,Retail,Breaking system,1,13.92,13.92,Cash,0,2021-07-09,2021,07,09,July
C217,2021-07-09T00:00:00.000Z,Central,Retail,Suspension & traction,4,32.74,130.98,Cash,0,2021-07-09,2021,07,09,July
C218,2021-07-09T00:00:00.000Z,Central,Retail,Frame & body,6,44.85,269.12,Credit card,0.03,2021-07-09,2021,07,09,July
C219,2021-07-10T00:00:00.000Z,Central,Retail,Breaking system,3,17.88,53.64,Credit card,0.03,2021-07-10,2021,07,10,July
C220,2021-07-10T00:00:00.000Z,Central,Retail,Breaking system,1,11.93,11.93,Credit card,0.03,2021-07-10,2021,07,10,July
C221,2021-07-10T00:00:00.000Z,Central,Retail,Miscellaneous,3,16.85,50.54,Credit card,0.03,2021-07-10,2021,07,10,July
C222,2021-07-10T00:00:00.000Z,Central,Retail,Suspension & traction,6,27.66,165.95,Credit card,0.03,2021-07-10,2021,07,10,July
C223,2021-07-10T00:00:00.000Z,Central,Wholesale,Suspension & traction,24,35.98,863.64,Transfer,0.01,2021-07-10,2021,07,10,July
C224,2021-07-10T00:00:00.000Z,Central,Wholesale,Electrical system,12,30.23,362.8,Transfer,0.01,2021-07-10,2021,07,10,July
C225,2021-07-10T00:00:00.000Z,Central,Retail,Suspension & traction,4,32.66,130.65,Credit card,0.03,2021-07-10,2021,07,10,July
C226,2021-07-11T00:00:00.000Z,Central,Retail,Electrical system,6,19.82,118.93,Credit card,0.03,2021-07-11,2021,07,11,July
C227,2021-07-11T00:00:00.000Z,Central,Wholesale,Electrical system,12,24.68,296.18,Transfer,0.01,2021-07-11,2021,07,11,July
C228,2021-07-11T00:00:00.000Z,Central,Retail,Frame & body,4,39.14,156.56,Cash,0,2021-07-11,2021,07,11,July
C229,2021-07-11T00:00:00.000Z,Central,Retail,Electrical system,10,29.69,296.88,Credit card,0.03,2021-07-11,2021,07,11,July
C230,2021-07-11T00:00:00.000Z,Central,Wholesale,Suspension & traction,28,31.15,872.25,Transfer,0.01,2021-07-11,2021,07,11,July
C231,2021-07-12T00:00:00.000Z,Central,Retail,Engine,9,64.02,576.14,Credit card,0.03,2021-07-12,2021,07,12,July
C232,2021-07-12T00:00:00.000Z,Central,Retail,Suspension & traction,3,37.84,113.52,Cash,0,2021-07-12,2021,07,12,July
C233,2021-07-12T00:00:00.000Z,Central,Wholesale,Miscellaneous,40,26.2,1048,Transfer,0.01,2021-07-12,2021,07,12,July
C234,2021-07-13T00:00:00.000Z,Central,Retail,Breaking system,8,24.14,193.16,Credit card,0.03,2021-07-13,2021,07,13,July
C235,2021-07-13T00:00:00.000Z,Central,Retail,Electrical system,1,23.25,23.25,Credit card,0.03,2021-07-13,2021,07,13,July
C236,2021-07-13T00:00:00.000Z,Central,Retail,Miscellaneous,10,27.85,278.5,Credit card,0.03,2021-07-13,2021,07,13,July
C237,2021-07-13T00:00:00.000Z,Central,Wholesale,Suspension & traction,40,35.06,1402.53,Transfer,0.01,2021-07-13,2021,07,13,July
C238,2021-07-14T00:00:00.000Z,Central,Retail,Frame & body,4,36.7,146.79,Credit card,0.03,2021-07-14,2021,07,14,July
C239,2021-07-14T00:00:00.000Z,Central,Retail,Breaking system,7,12.08,84.6,Credit card,0.03,2021-07-14,2021,07,14,July
C240,2021-07-14T00:00:00.000Z,Central,Wholesale,Miscellaneous,8,15.81,126.49,Transfer,0.01,2021-07-14,2021,07,14,July
C241,2021-07-14T00:00:00.000Z,Central,Retail,Frame & body,6,35.62,213.69,Credit card,0.03,2021-07-14,2021,07,14,July
C242,2021-07-14T00:00:00.000Z,Central,Retail,Breaking system,5,13.26,66.3,Credit card,0.03,2021-07-14,2021,07,14,July
C243,2021-07-15T00:00:00.000Z,Central,Wholesale,Frame & body,28,43.35,1213.71,Transfer,0.01,2021-07-15,2021,07,15,July
C244,2021-07-15T00:00:00.000Z,Central,Wholesale,Miscellaneous,40,17.94,717.73,Transfer,0.01,2021-07-15,2021,07,15,July
C245,2021-07-15T00:00:00.000Z,Central,Retail,Electrical system,4,29.29,117.16,Credit card,0.03,2021-07-15,2021,07,15,July
C246,2021-07-16T00:00:00.000Z,Central,Retail,Miscellaneous,9,26.23,236.1,Credit card,0.03,2021-07-16,2021,07,16,July
C247,2021-07-16T00:00:00.000Z,Central,Wholesale,Breaking system,40,24.88,995.33,Transfer,0.01,2021-07-16,2021,07,16,July
C248,2021-07-16T00:00:00.000Z,Central,Retail,Suspension & traction,9,39.71,357.38,Credit card,0.03,2021-07-16,2021,07,16,July
C249,2021-07-16T00:00:00.000Z,Central,Wholesale,Frame & body,4,48.05,192.21,Transfer,0.01,2021-07-16,2021,07,16,July
C250,2021-07-16T00:00:00.000Z,Central,Retail,Engine,6,59.6,357.59,Credit card,0.03,2021-07-16,2021,07,16,July
C251,2021-07-16T00:00:00.000Z,Central,Wholesale,Electrical system,28,29.48,825.53,Transfer,0.01,2021-07-16,2021,07,16,July
C252,2021-07-16T00:00:00.000Z,Central,Retail,Breaking system,7,20.47,143.31,Credit card,0.03,2021-07-16,2021,07,16,July
C253,2021-07-16T00:00:00.000Z,Central,Retail,Suspension & traction,5,27.96,139.81,Credit card,0.03,2021-07-16,2021,07,16,July
C254,2021-07-17T00:00:00.000Z,Central,Retail,Suspension & traction,5,27.01,135.04,Credit card,0.03,2021-07-17,2021,07,17,July
C255,2021-07-17T00:00:00.000Z,Central,Retail,Breaking system,4,18.36,73.45,Credit card,0.03,2021-07-17,2021,07,17,July
C256,2021-07-17T00:00:00.000Z,Central,Retail,Frame & body,10,41.98,419.85,Credit card,0.03,2021-07-17,2021,07,17,July
C257,2021-07-17T00:00:00.000Z,Central,Retail,Breaking system,1,23.56,23.56,Credit card,0.03,2021-07-17,2021,07,17,July
C258,2021-07-17T00:00:00.000Z,Central,Retail,Breaking system,9,14.42,129.76,Credit card,0.03,2021-07-17,2021,07,17,July
C259,2021-07-18T00:00:00.000Z,Central,Retail,Suspension & traction,5,26.97,134.84,Credit card,0.03,2021-07-18,2021,07,18,July
C260,2021-07-18T00:00:00.000Z,Central,Retail,Electrical system,6,31.24,187.45,Credit card,0.03,2021-07-18,2021,07,18,July
C261,2021-07-18T00:00:00.000Z,Central,Retail,Frame & body,9,41.11,369.99,Credit card,0.03,2021-07-18,2021,07,18,July
C262,2021-07-18T00:00:00.000Z,Central,Retail,Electrical system,8,22.62,180.99,Credit card,0.03,2021-07-18,2021,07,18,July
C263,2021-07-19T00:00:00.000Z,Central,Retail,Electrical system,2,19.13,38.25,Credit card,0.03,2021-07-19,2021,07,19,July
C264,2021-07-19T00:00:00.000Z,Central,Wholesale,Electrical system,4,26.82,107.3,Transfer,0.01,2021-07-19,2021,07,19,July
C265,2021-07-19T00:00:00.000Z,Central,Wholesale,Electrical system,16,24.01,384.19,Transfer,0.01,2021-07-19,2021,07,19,July
C266,2021-07-20T00:00:00.000Z,Central,Retail,Frame & body,7,44.01,308.09,Credit card,0.03,2021-07-20,2021,07,20,July
C267,2021-07-20T00:00:00.000Z,Central,Retail,Suspension & traction,8,36.98,295.85,Cash,0,2021-07-20,2021,07,20,July
C268,2021-07-20T00:00:00.000Z,Central,Retail,Suspension & traction,9,37.94,341.44,Credit card,0.03,2021-07-20,2021,07,20,July
C269,2021-07-20T00:00:00.000Z,Central,Retail,Breaking system,4,15.21,60.83,Credit card,0.03,2021-07-20,2021,07,20,July
C270,2021-07-21T00:00:00.000Z,Central,Retail,Engine,5,61.11,305.57,Credit card,0.03,2021-07-21,2021,07,21,July
C271,2021-07-21T00:00:00.000Z,Central,Retail,Miscellaneous,4,23.38,93.53,Cash,0,2021-07-21,2021,07,21,July
C272,2021-07-21T00:00:00.000Z,Central,Wholesale,Frame & body,40,38.66,1546.6,Transfer,0.01,2021-07-21,2021,07,21,July
